year,mileage,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,brand,car_age,yearly_mileage,has_insurance,price
2017.0,180000,5,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,renault_tondar-90,9.0,18000.0,1,1680000000.0
2009.0,300000,8,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,17.0,16666.666666666668,1,690000000.0
2018.0,148000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,8.0,16444.444444444445,1,1890000000.0
2017.0,47000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,9.0,4700.0,1,2950000000.0
2020.0,160000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,dena,6.0,22857.14285714286,1,1450000000.0
2013.0,20000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,13.0,1428.5714285714287,1,1150000000.0
2018.0,155000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,8.0,17222.222222222223,1,1950000000.0
2016.0,155000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,10.0,14090.90909090909,1,1720000000.0
2011.0,213000,11,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,15.0,13312.5,1,770000000.0
2017.0,109000,11,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,renault_tondar-90,9.0,10900.0,1,1917000000.0
2008.0,300000,11,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۵ ناحیه,ضربه‌خورده,renault_tondar-90,18.0,15789.473684210527,1,548000000.0
2015.0,309000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,11.0,25750.0,0,3190000000.0
2017.0,176000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,9.0,17600.0,1,1680000000.0
2022.0,58000,2,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,4.0,11600.0,1,980000000.0
2009.0,200000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,pride_131,17.0,11111.111111111111,0,360000000.0
2017.0,190000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,9.0,19000.0,1,6940000000.0
2019.0,57000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,7.0,7125.0,1,3300000000.0
2024.0,49000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,16333.333333333334,1,2180000000.0
2019.0,65000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,7.0,8125.0,0,2850000.0
2025.0,18000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,1.0,9000.0,0,1200000000.0
2009.0,380000,3,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,17.0,21111.11111111111,1,3400000000.0
2020.0,160000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,6.0,22857.14285714286,1,790000000.0
2012.0,200000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,14.0,13333.333333333334,0,980000000.0
2019.0,95000,9,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,pride_131,7.0,11875.0,1,670000000.0
2015.0,193000,4,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,hyundai_santafe-ix45,11.0,16083.333333333334,1,6150000000.0
2010.0,300000,6,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,pride_131,16.0,17647.058823529413,1,375000000.0
2026.0,0,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,0.0,0.0,1,2190000000.0
2005.0,360000,12,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,رنگ‌شده,peugeot_206,21.0,16363.636363636364,1,585000000.0
2021.0,85000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,5.0,14166.666666666666,1,920000000.0
2018.0,169000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,8.0,18777.777777777777,1,1770000000.0
2017.0,220000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,9.0,22000.0,1,480000000.0
2017.0,200000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,9.0,20000.0,1,3200000000.0
2010.0,400000,10,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,peugeot_206,16.0,23529.41176470588,1,690000000.0
2015.0,254000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,11.0,21166.666666666668,0,1620000000.0
2017.0,190000,7,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,jac_s5,9.0,19000.0,1,2470000000.0
2022.0,70,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,4.0,14.0,1,1550000000.0
2006.0,293000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,20.0,13952.380952380952,1,870000000.0
2009.0,400000,3,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,17.0,22222.222222222223,1,760000000.0
2009.0,247,10,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,peugeot_206,17.0,13.722222222222221,1,710000000.0
2022.0,23000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,4.0,4600.0,0,945000000.0
2008.0,100000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,18.0,5263.1578947368425,0,40000000.0
2022.0,6000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,4.0,1200.0,0,2100000000.0
2020.0,85000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,6.0,12142.857142857143,1,3190000000.0
2011.0,240000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,15.0,15000.0,1,1080000000.0
2010.0,245000,11,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_206,16.0,14411.764705882353,1,790000000.0
2026.0,0,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,0.0,0.0,1,2650000000.0
2023.0,90000,11,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,jac_s5,3.0,22500.0,1,3150000000.0
2024.0,42000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,2.0,14000.0,1,1830000000.0
2016.0,160000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,10.0,14545.454545454546,0,100000.0
2008.0,316000,1,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,peugeot_pars,18.0,16631.57894736842,1,650000000.0
2010.0,400000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,16.0,23529.41176470588,1,850000000.0
2011.0,400000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,renault_tondar-90,15.0,25000.0,1,1030000000.0
2022.0,45000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,4.0,9000.0,1,1380000000.0
2016.0,150000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,10.0,13636.363636363636,1,980000000.0
2012.0,230000,8,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_206,14.0,15333.333333333334,1,820000000.0
2009.0,348000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,renault_tondar-90,17.0,19333.333333333332,1,1050000000.0
2015.0,150000,7,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,renault_tondar-90,11.0,12500.0,1,1450000000.0
2022.0,68000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,4.0,13600.0,1,1730000000.0
2013.0,271080,0,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,pride_131,13.0,19362.85714285714,0,600000000.0
2021.0,117000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,5.0,19500.0,1,2000000000.0
2007.0,350000,10,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,pride_131,19.0,17500.0,1,330000000.0
2021.0,120000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,5.0,20000.0,1,1980000000.0
2025.0,0,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,1.0,0.0,1,1165000000.0
2015.0,134000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,11.0,11166.666666666666,1,1350000000.0
2013.0,195000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,13.0,13928.57142857143,1,650000000.0
2016.0,58000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,10.0,5272.727272727273,1,3200000000.0
2019.0,50000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,7.0,6250.0,1,3100000000.0
2022.0,50000,4,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,4.0,10000.0,1,1850000000.0
2025.0,14000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,1.0,7000.0,1,2420000000.0
2024.0,38000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,12666.666666666666,0,1100000000.0
2020.0,104541,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,6.0,14934.42857142857,1,788000000.0
2010.0,160000,1,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,16.0,9411.764705882353,1,860000000.0
2003.0,244000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,23.0,10166.666666666666,1,600000000.0
2010.0,160000,10,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,renault_tondar-90,16.0,9411.764705882353,1,880000000.0
2020.0,145000,6,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,6.0,20714.285714285714,1,1220000000.0
2011.0,220000,10,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,pride_131,15.0,13750.0,1,585000000.0
2017.0,250000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,9.0,25000.0,1,850000000.0
2019.0,118000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,7.0,14750.0,0,1000000.0
2016.0,213000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,19363.636363636364,1,5950000000.0
2018.0,161000,12,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,kia_cerato,8.0,17888.88888888889,1,3750000000.0
2009.0,250000,9,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,pride_131,17.0,13888.888888888889,1,385000000.0
2016.0,218000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,10.0,19818.18181818182,1,1150000000.0
2017.0,102000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,9.0,10200.0,1,1900000000.0
2023.0,16000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,3.0,4000.0,0,2230000000.0
2024.0,32000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,10666.666666666666,1,1050000000.0
2003.0,308000,4,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,ضربه‌خورده,peugeot_206,23.0,12833.333333333334,1,420000000.0
2021.0,80000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,5.0,13333.333333333334,1,1600000000.0
2004.0,455000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,22.0,19782.608695652172,0,630000000.0
2022.0,100000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,4.0,20000.0,0,890000000.0
2013.0,320000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۷ ناحیه,سالم و پلمپ,peugeot_pars,13.0,22857.14285714286,0,900000000.0
2025.0,1000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,1.0,500.0,1,1140000000.0
2026.0,950,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,0.0,950.0,1,1300000000.0
2022.0,86000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,4.0,17200.0,1,1605000000.0
2019.0,150000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,7.0,18750.0,1,710000000.0
2008.0,350000,2,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_pars,18.0,18421.052631578947,1,675000000.0
2011.0,400000,2,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,pride_131,15.0,25000.0,1,480000000.0
2015.0,150000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,12500.0,0,6300000000.0
2019.0,146000,2,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,7.0,18250.0,1,810000000.0
2011.0,300000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,15.0,18750.0,0,480000000.0
2014.0,153000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,11769.23076923077,1,4900000000.0
2015.0,170000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,11.0,14166.666666666666,1,4250000000.0
2018.0,51000,4,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,8.0,5666.666666666667,1,1300000000.0
2012.0,250000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,14.0,16666.666666666668,1,10000.0
2016.0,217000,8,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,kia_cerato,10.0,19727.272727272728,1,3150000000.0
2009.0,478000,0,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,pride_131,17.0,26555.555555555555,0,470000000.0
2015.0,184000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,11.0,15333.333333333334,0,1150000000.0
2021.0,50000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,5.0,8333.333333333334,1,3400000000.0
2015.0,110000,9,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,hyundai_santafe-ix45,11.0,9166.666666666666,1,4700000000000.0
2010.0,230000,0,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,kia_cerato,16.0,13529.411764705883,0,2850000000.0
2020.0,75000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,6.0,10714.285714285714,1,1420000000.0
2008.0,360000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,renault_tondar-90,18.0,18947.36842105263,1,1020000.0
2016.0,135700,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,10.0,12336.363636363636,1,3500000000.0
2025.0,13000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,1.0,6500.0,1,1980000000.0
2009.0,137000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,17.0,7611.111111111111,1,1100000000.0
2023.0,67000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,3.0,16750.0,1,1550000000.0
2007.0,238796,10,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_206,19.0,11939.8,1,580000000.0
2011.0,240000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,pride_131,15.0,15000.0,1,380000000.0
2026.0,0,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,0.0,0.0,1,2160000000.0
2023.0,29800,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,7450.0,1,2130000000.0
2023.0,55000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,3.0,13750.0,1,2250000000.0
2024.0,44000,4,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,2.0,14666.666666666666,1,1920000000.0
2015.0,230000,8,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,سالم و پلمپ,jac_s5,11.0,19166.666666666668,1,2000000000.0
2025.0,9000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,1.0,4500.0,1,1150000000.0
2014.0,128000,11,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,12.0,9846.153846153846,1,1100000000.0
2012.0,400000,11,دنده‌ای,سالم و پلمپ,تعویض شده,دوررنگ,سالم و پلمپ,peugeot_pars,14.0,26666.666666666668,1,750000000.0
2015.0,152000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,12666.666666666666,1,3100000000.0
2019.0,87000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,7.0,10875.0,1,1550000000.0
2020.0,40000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,6.0,5714.285714285715,1,3320000000.0
2023.0,45000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,3.0,11250.0,1,18500000000.0
2015.0,235000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,11.0,19583.333333333332,1,1240000000.0
2015.0,156000,5,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,kia_cerato,11.0,13000.0,1,2720000000.0
2026.0,10,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,0.0,10.0,0,1150000000.0
2017.0,114000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,9.0,11400.0,1,1640000000.0
2022.0,60000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,4.0,12000.0,1,1270000000.0
2011.0,58000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,15.0,3625.0,1,655000000.0
2010.0,240000,12,دنده‌ای,سالم و پلمپ,سالم,تصادفی,سالم و پلمپ,pride_131,16.0,14117.64705882353,1,1000.0
2015.0,209000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,11.0,17416.666666666668,1,1170000000.0
2023.0,40000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,3.0,10000.0,1,1000000000.0
2018.0,56500,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,8.0,6277.777777777777,0,4330000000.0
2026.0,50,11,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,0.0,50.0,1,1190000000.0
2022.0,40000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,4.0,8000.0,1,3399000000.0
2023.0,17000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,3.0,4250.0,1,3650000000.0
2025.0,3700,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,1.0,1850.0,1,1980000.0
2014.0,140000,3,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,10769.23076923077,1,5490000000.0
2006.0,437000,10,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,peugeot_206,20.0,20809.52380952381,1,695000000.0
2023.0,28000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,3.0,7000.0,1,100000000.0
2007.0,300000,7,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_206,19.0,15000.0,1,560000000.0
2016.0,83000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,7545.454545454545,1,6850000000.0
2024.0,33000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,11000.0,1,1100000000.0
2024.0,68000,4,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,mvm_x22,2.0,22666.666666666668,1,1800000000.0
2015.0,135000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,11250.0,1,5800000000.0
2017.0,97000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,kia_cerato,9.0,9700.0,0,3570000000.0
2011.0,296000,9,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_206,15.0,18500.0,1,745000000.0
2017.0,140000,6,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,سالم و پلمپ,renault_tondar-90,9.0,14000.0,1,1500000000.0
2024.0,63000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,quick,2.0,21000.0,1,960000000.0
2022.0,52000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,4.0,10400.0,1,1930000000.0
2016.0,61000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,5545.454545454545,1,5550000000.0
2014.0,84000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,6461.538461538462,1,5850000000.0
2025.0,0,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,1.0,0.0,0,1000000000.0
2018.0,150000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,8.0,16666.666666666668,1,1050000000.0
2021.0,0,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,5.0,0.0,1,20000000.0
2016.0,175000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,10.0,15909.09090909091,1,1530000000.0
2009.0,198000,7,اتوماتیک,تعمیر شده,سالم,دوررنگ,سالم و پلمپ,peugeot_206,17.0,11000.0,1,930000000.0
2018.0,378000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,ضربه‌خورده,pride_131,8.0,42000.0,1,595000000.0
2019.0,60500,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,7.0,7562.5,0,3180000000.0
2016.0,289000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,10.0,26272.727272727272,1,1000.0
2017.0,135000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,9.0,13500.0,0,1150000000.0
2014.0,74000,1,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,12.0,5692.307692307692,1,1280000000.0
2024.0,42000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,14000.0,1,2150000.0
