year,mileage,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,brand,car_age,yearly_mileage,has_insurance,price
2023.0,45000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,11250.0,1,2160000000.0
2015.0,216000,8,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,11.0,18000.0,1,5200000000.0
2021.0,100000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,5.0,16666.666666666668,1,750000000.0
2016.0,190000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,17272.727272727272,0,2700000000.0
2017.0,94000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,9.0,9400.0,1,1495000000.0
2011.0,300,8,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,kia_cerato,15.0,18.75,1,3150000000.0
2023.0,30000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,7500.0,0,1000.0
2010.0,300000,0,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,hyundai_santafe-ix45,16.0,17647.058823529413,0,10000.0
2018.0,90000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,8.0,10000.0,1,4000000000.0
2011.0,237000,7,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,renault_tondar-90,15.0,14812.5,1,1200000000.0
2022.0,93000,11,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,4.0,18600.0,1,3000000000.0
2022.0,57000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,4.0,11400.0,1,983000000.0
2012.0,153000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,ضربه‌خورده,kia_cerato,14.0,10200.0,0,2790000000.0
2016.0,79000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,10.0,7181.818181818182,1,2300000000.0
2018.0,95000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,8.0,10555.555555555555,0,2000000.0
2008.0,350000,12,اتوماتیک,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_206,18.0,18421.052631578947,1,850000000.0
2022.0,95000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,4.0,19000.0,1,2000000000.0
2021.0,105000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,5.0,17500.0,1,1690000000.0
2023.0,63000,3,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,15750.0,1,2420000000.0
2023.0,61500,4,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,dena,3.0,15375.0,1,2150000000.0
2012.0,450000,0,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,peugeot_pars,14.0,30000.0,0,680000000.0
2024.0,22800,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,2.0,7600.0,1,3650000000.0
2025.0,14000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,1.0,7000.0,1,2405000000.0
2004.0,350000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_pars,22.0,15217.391304347826,1,530000000.0
2022.0,54000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,4.0,10800.0,1,1970000000.0
2017.0,140000,6,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,jac_s5,9.0,14000.0,1,2700000000.0
2017.0,175000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,9.0,17500.0,1,2300000000.0
2010.0,300000,6,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,kia_cerato,16.0,17647.058823529413,1,2500000000.0
2017.0,199500,9,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,renault_tondar-90,9.0,19950.0,1,1900000000.0
2015.0,209000,7,اتوماتیک,سالم و پلمپ,تعویض شده,دوررنگ,سالم و پلمپ,hyundai_santafe-ix45,11.0,17416.666666666668,1,2000000000.0
2010.0,305000,11,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,renault_tondar-90,16.0,17941.176470588234,1,1100000000.0
2014.0,107000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,8230.76923076923,1,4850000000.0
2024.0,67,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,2.0,22.333333333333332,1,2850000000.0
2021.0,140000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,5.0,23333.333333333332,1,1150000000.0
2005.0,1234,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_206,21.0,56.09090909090909,0,575000000.0
2022.0,64000,2,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,4.0,12800.0,1,2080000000.0
2017.0,108000,11,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,jac_s5,9.0,10800.0,1,2650000000.0
2022.0,90000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,4.0,18000.0,1,2060000000.0
2017.0,120000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,9.0,12000.0,1,2600000000.0
2016.0,79000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,10.0,7181.818181818182,1,2500000000.0
2021.0,62000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,5.0,10333.333333333334,1,3100000000.0
2024.0,35000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,11666.666666666666,1,1020000000.0
2011.0,172000,1,دنده‌ای,تعمیر شده,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,pride_131,15.0,10750.0,1,488000000.0
2012.0,281500,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,14.0,18766.666666666668,1,1149000000.0
2017.0,150000,0,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,9.0,15000.0,0,8300000000.0
2015.0,200000,6,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,11.0,16666.666666666668,1,5480000000.0
2018.0,80000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,8.0,8888.888888888889,1,3550000000.0
2007.0,270000,11,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,19.0,13500.0,1,1000.0
2022.0,90000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,4.0,18000.0,1,3300000000.0
2018.0,149,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,8.0,16.555555555555557,1,10000.0
2026.0,0,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,0.0,0.0,0,2400000000.0
2017.0,90000,12,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,hyundai_santafe-ix45,9.0,9000.0,1,2900000000.0
2021.0,120000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,5.0,20000.0,1,1800000000.0
2002.0,370000,9,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,ضربه‌خورده,peugeot_206,24.0,14800.0,1,403000000.0
2017.0,220000,3,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,renault_tondar-90,9.0,22000.0,1,1400000000.0
2023.0,50000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,3.0,12500.0,1,3460000000.0
2015.0,85000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,7083.333333333333,1,6400000000.0
2018.0,60000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,8.0,6666.666666666667,1,4200000000.0
2021.0,120000,12,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,سالم و پلمپ,quick,5.0,20000.0,1,890000000.0
2023.0,34000,1,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,3.0,8500.0,1,1170000000.0
2016.0,185000,11,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,16818.18181818182,1,6600000000.0
2014.0,140000,9,اتوماتیک,تعمیر شده,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,10769.23076923077,1,5000000000.0
2017.0,150000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,ضربه‌خورده,peugeot_206,9.0,15000.0,1,1070000000.0
2005.0,250000,11,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_pars,21.0,11363.636363636364,1,689000000.0
2024.0,18800,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,2.0,6266.666666666667,1,1710000000.0
2017.0,190000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,9.0,19000.0,1,3290000000.0
2020.0,100000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_pars,6.0,14285.714285714286,1,1420000000.0
2018.0,66500,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,8.0,7388.888888888889,0,4000000000.0
2008.0,425000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,18.0,22368.42105263158,1,4750000000.0
2024.0,50000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,16666.666666666668,1,2090000000.0
2004.0,405000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,22.0,17608.695652173912,1,349000000.0
2024.0,20000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,6666.666666666667,1,2225000000.0
2016.0,155000,4,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,10.0,14090.90909090909,1,2490000000.0
2021.0,38000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,5.0,6333.333333333333,1,985000000.0
2019.0,180000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,7.0,22500.0,0,790000000.0
2017.0,114000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,9.0,11400.0,1,2950000000.0
2016.0,280000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,25454.545454545456,1,5950000000.0
2019.0,67000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,jac_s5,7.0,8375.0,1,2580000000.0
2021.0,81000,3,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,quick,5.0,13500.0,1,820000000.0
2018.0,157000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,8.0,17444.444444444445,1,850000000.0
2018.0,83000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,8.0,9222.222222222223,1,1800000000.0
2020.0,141000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,6.0,20142.85714285714,1,1688000000.0
2014.0,180000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,13846.153846153846,1,2100000000.0
2021.0,132000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,5.0,22000.0,1,1865000000.0
2016.0,165000,0,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,10.0,15000.0,0,6560000000.0
2020.0,151200,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,6.0,21600.0,1,1780000.0
2023.0,48000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,3.0,12000.0,1,3530000000.0
2012.0,180000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,14.0,12000.0,1,4000.0
2017.0,228000,8,دنده‌ای,نیاز به تعمیر جزئی,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,9.0,22800.0,1,640000000.0
2023.0,70000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,3.0,17500.0,1,925000000.0
2007.0,120000,8,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,pride_131,19.0,6000.0,1,260000000.0
2015.0,144000,2,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,11.0,12000.0,1,1160000000.0
2015.0,190000,7,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,peugeot_206,11.0,15833.333333333334,1,1220000000.0
2010.0,320000,3,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,peugeot_pars,16.0,18823.529411764706,1,750000000.0
2024.0,84000,1,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,quick,2.0,28000.0,1,1060000000.0
2019.0,80000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,7.0,10000.0,1,4350000000.0
2023.0,60000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,15000.0,1,1869000000.0
2021.0,110000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,5.0,18333.333333333332,1,2100000000.0
2007.0,450000,5,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_206,19.0,22500.0,1,620000000.0
2024.0,25000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,8333.333333333334,1,2290000000.0
2002.0,444444,5,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,pride_131,24.0,17777.76,1,320000000.0
2017.0,180000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,9.0,18000.0,1,2780000000.0
2014.0,156000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,12.0,12000.0,1,5450000000.0
2020.0,106000,7,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,6.0,15142.857142857143,1,1800000000.0
2025.0,11000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,dena,1.0,5500.0,1,2000000000.0
2023.0,34000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,8500.0,1,2140000000.0
2021.0,125000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,5.0,20833.333333333332,1,1550000000.0
2019.0,105000,8,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,peugeot_206,7.0,13125.0,1,1260000000.0
2016.0,169000,4,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,15363.636363636364,1,5750000000.0
2018.0,115000,8,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,8.0,12777.777777777777,1,2200000000.0
2016.0,114000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,10363.636363636364,1,6580000000.0
2014.0,239000,4,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,12.0,18384.615384615383,1,1050000000.0
2015.0,212000,6,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,peugeot_206,11.0,17666.666666666668,1,888000000.0
2023.0,49000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,12250.0,1,2150000000.0
2019.0,22000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,7.0,2750.0,0,3050000000.0
2022.0,69000,5,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,quick,4.0,13800.0,1,900000000.0
2007.0,290000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_206,19.0,14500.0,1,750000000.0
2022.0,130000,10,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,4.0,26000.0,1,1300000000.0
2015.0,180000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,15000.0,0,5850000000.0
2011.0,223000,7,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,renault_tondar-90,15.0,13937.5,1,810000000.0
2017.0,90000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,9.0,9000.0,1,3500000000.0
2010.0,309000,0,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,kia_cerato,16.0,18176.470588235294,0,2700000000.0
2022.0,25000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,4.0,5000.0,0,1900000000.0
2010.0,111000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,16.0,6529.411764705882,1,46500000000.0
2016.0,229000,11,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,10.0,20818.18181818182,1,1995000000.0
2014.0,219000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,renault_tondar-90,12.0,16846.153846153848,1,1300000000.0
2017.0,178000,11,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,dena,9.0,17800.0,1,1350000000.0
2023.0,50000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,3.0,12500.0,1,1580000.0
2016.0,230000,6,اتوماتیک,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,kia_cerato,10.0,20909.090909090908,1,2850000000.0
2022.0,18000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,4.0,3600.0,1,3310000000.0
2025.0,50000,2,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,1.0,25000.0,1,1090000000.0
2021.0,130000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,jac_s5,5.0,21666.666666666668,1,3360000000.0
2022.0,50000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,4.0,10000.0,1,1480000000.0
2022.0,58000,12,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,dena,4.0,11600.0,1,2050000000.0
2013.0,225000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,13.0,16071.42857142857,1,1000000000.0
2017.0,100000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,9.0,10000.0,1,1600000000.0
2024.0,7000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,2.0,2333.3333333333335,1,2230000000.0
2002.0,364000,6,دنده‌ای,سالم و پلمپ,نیاز به تعمیر,دوررنگ,سالم و پلمپ,peugeot_206,24.0,14560.0,1,395000000.0
2015.0,185000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,11.0,15416.666666666666,1,1430000000.0
2017.0,150000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,9.0,15000.0,1,7500000000.0
2020.0,118500,5,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,peugeot_206,6.0,16928.571428571428,1,826000000.0
2021.0,105000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,ضربه‌خورده,dena,5.0,17500.0,1,1300000000.0
2014.0,85000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,12.0,6538.461538461538,1,1440000000.0
2026.0,350,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,0.0,350.0,1,1210000000.0
2011.0,250000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,pride_131,15.0,15625.0,1,395000000.0
2014.0,130000,9,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,hyundai_santafe-ix45,12.0,10000.0,1,2500000000.0
2013.0,320000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,13.0,22857.14285714286,0,485000000.0
2022.0,76000,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,4.0,15200.0,1,815000000.0
2014.0,220000,2,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,12.0,16923.076923076922,1,1190000000.0
2013.0,320000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,pride_131,13.0,22857.14285714286,1,530000000.0
2022.0,53200,12,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,mvm_x22,4.0,10640.0,1,2250000000.0
2016.0,138000,5,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,10.0,12545.454545454546,1,4500000000.0
2018.0,107000,12,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,kia_cerato,8.0,11888.888888888889,1,3900000000.0
2023.0,39000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,3.0,9750.0,1,2200000000.0
2016.0,241000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,peugeot_pars,10.0,21909.090909090908,1,1100000000.0
2018.0,86000,11,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,kia_cerato,8.0,9555.555555555555,1,2900000000.0
2002.0,125868,10,دنده‌ای,سالم و پلمپ,تعویض شده,دوررنگ,سالم و پلمپ,peugeot_206,24.0,5034.72,1,538000000.0
2015.0,280000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,peugeot_pars,11.0,23333.333333333332,1,995000000.0
2013.0,220000,9,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,ضربه‌خورده,pride_131,13.0,15714.285714285714,1,490000000.0
2017.0,48000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,pride_131,9.0,4800.0,1,730000000.0
2017.0,218000,7,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,peugeot_pars,9.0,21800.0,1,1060000000.0
2011.0,300000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,renault_tondar-90,15.0,18750.0,1,1100000000.0
2015.0,220000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,hyundai_santafe-ix45,11.0,18333.333333333332,1,5850000000.0
2017.0,170000,5,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,mvm_x22,9.0,17000.0,1,1580000000.0
2024.0,17400,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,5800.0,1,1060000000.0
2017.0,180000,0,اتوماتیک,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,mvm_x22,9.0,18000.0,0,1000000.0
2024.0,6500,12,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,quick,2.0,2166.6666666666665,1,10000000.0
2022.0,86000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,mvm_x22,4.0,17200.0,1,1920000000.0
2010.0,225000,8,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,renault_tondar-90,16.0,13235.29411764706,1,890000000.0
